Age,Height,Weight,Duration,Heart_Rate,Body_Temp,Calories
33,184,87,27,99,40.7,141
49,153,57,21,101,40.3,126
20,158,60,17,91,40.2,74
47,174,71,16,100,40.5,91
20,159,59,29,114,40.6,199
68,175,72,15,92,40.2,78
24,163,66,7,87,39.3,28
51,178,85,11,90,40,52
54,169,65,11,88,39.8,51
48,157,62,1,77,37.9,3
63,194,103,25,94,40.8,157
64,166,68,25,109,40.8,174
38,188,89,1,77,37.7,2
31,153,54,21,101,40.8,120
36,210,117,4,76,39,10
35,166,70,14,93,40.1,66
73,167,69,19,97,40,111
47,175,79,19,98,40.3,106
49,153,52,24,104,40.7,153
63,158,63,17,95,40.2,94
63,199,101,14,81,40.1,60
32,170,67,8,86,39.7,32
63,162,64,20,105,40.5,132
23,161,61,13,91,40.1,57
50,183,84,7,84,39.5,26
41,161,62,8,90,39.5,37
31,178,77,21,97,40.3,97
43,167,71,16,100,40.3,88
27,168,64,24,105,40.5,128
22,187,85,26,112,40.9,172
49,166,60,12,95,39.8,64
55,164,69,21,106,40.6,146
52,161,63,19,99,40.7,109
24,167,63,16,94,40.3,76
63,162,58,27,106,40.9,183
35,177,75,25,105,40.5,149
24,167,67,30,105,40.9,176
25,190,91,29,112,40.8,200
59,164,68,8,81,39.8,27
45,183,85,4,98,39.2,22
26,149,50,17,95,40.2,86
56,174,69,9,91,39.7,44
46,186,84,8,81,39.5,25
52,159,59,11,92,39.9,56
76,155,63,13,94,39.9,73
21,196,95,22,107,40.6,133
32,167,63,5,91,39.2,23
64,188,92,14,87,40.4,70
29,179,77,26,97,40.9,117
45,185,85,4,94,39.1,20
29,158,56,29,110,40.8,192
61,182,87,26,104,40.7,191
56,169,65,18,96,40.4,99
70,186,82,28,102,41,206
34,180,73,26,89,40.5,110
28,186,83,26,106,41,155
33,163,62,17,92,40.5,80
76,172,76,21,105,40.3,140
22,177,77,7,87,39.3,19
65,189,98,27,125,40.9,295
26,190,88,14,95,39.7,60
43,192,100,16,100,40.5,98
64,159,59,29,112,41.3,215
24,190,89,27,103,40.9,147
59,164,61,20,100,40.3,120
28,184,79,16,93,40.1,63
20,175,73,15,98,40.7,62
29,177,68,26,101,40.8,143
35,164,63,26,110,40.5,173
63,184,84,27,111,40.6,227
33,173,63,3,82,38.7,11
73,185,83,1,76,37.7,4
45,191,99,14,96,40,79
23,196,90,14,93,40.3,55
50,154,55,11,90,40,54
40,179,76,5,85,39.4,16
61,164,62,13,95,40.1,72
63,172,70,3,85,38.6,13
22,168,63,26,100,40.9,139
24,152,52,10,83,40.1,37
29,195,96,19,95,40.3,88
29,183,87,4,78,38.6,7
27,167,60,28,101,40.9,156
41,197,102,24,108,40.2,175
53,174,66,22,105,40.6,140
25,149,54,11,95,39.7,55
33,181,79,1,85,37.9,3
27,181,73,20,94,40.5,93
51,171,76,6,89,39.2,26
27,163,56,9,87,39.7,37
21,188,93,22,97,40.8,99
58,186,90,20,103,40.6,142
29,192,88,29,106,40.9,177
74,172,73,8,89,39.7,40
24,169,66,7,85,39.6,26
40,172,59,8,83,39.3,31
47,151,55,20,101,40.7,120
35,198,103,5,90,39,22
57,187,86,20,100,40,130
71,193,90,20,100,40.6,146
34,176,76,18,95,40.3,87
52,173,77,14,88,40.4,60
21,181,77,2,84,38.4,4
34,161,64,12,87,39.9,50
49,172,71,13,91,39.9,62
26,174,73,27,108,40.5,161
24,152,53,12,93,40.2,57
67,174,74,12,92,40,66
23,196,96,16,92,40.3,62
32,187,90,12,89,40.2,45
21,161,55,25,103,40.7,144
25,185,85,20,104,40.6,110
29,167,71,16,86,40.4,44
33,166,65,4,84,38.6,15
23,172,69,24,103,40.8,134
24,176,78,27,109,40.7,165
27,157,57,8,101,39.6,45
64,194,97,20,101,40.4,145
52,197,99,5,79,39.2,17
34,180,79,16,92,40.1,72
65,176,84,26,110,40.7,218
73,183,88,25,99,40.6,179
37,173,74,15,83,40.3,55
34,155,55,28,108,40.9,182
26,191,96,8,92,39.7,32
30,169,62,13,93,40.2,62
27,185,85,18,106,39.8,107
22,165,64,15,93,40.3,69
42,173,66,2,84,38.5,8
71,179,81,14,101,40.1,101
46,203,110,9,91,39.7,46
65,187,98,29,108,41.3,243
25,179,77,29,114,41.1,200
73,162,66,28,96,40.6,162
53,167,63,2,74,38.1,6
31,180,79,25,102,40.8,135
21,169,64,12,90,39.9,51
26,186,82,2,77,37.9,3
42,158,59,27,103,40.9,164
20,185,79,19,98,40.5,81
65,183,82,11,87,39.6,53
53,165,71,20,96,40.9,108
22,197,94,25,108,40.6,155
38,188,85,7,75,39.4,13
27,198,97,23,100,40.7,122
34,182,84,23,101,40.4,127
41,154,56,21,105,40.5,132
36,182,79,17,96,40.5,81
52,190,91,26,103,40.9,178
21,173,72,25,106,40.5,135
35,167,63,24,100,40.7,134
66,159,61,27,106,41.2,183
49,205,101,30,119,40.8,280
42,182,85,22,94,40.7,107
52,178,73,20,103,40.3,121
53,184,83,13,95,39.8,72
38,180,80,24,98,40.8,124
69,174,78,25,105,41.1,192
25,152,49,26,108,40.7,167
23,170,60,19,100,40.4,103
22,154,61,13,93,39.9,60
41,156,61,11,97,39.9,59
64,169,65,17,94,40.3,92
31,169,72,9,89,39.7,38
34,159,57,28,117,40.9,209
53,155,57,30,106,41.1,198
21,150,51,21,97,40.2,108
33,188,95,27,103,40.7,162
32,162,65,6,91,39.3,21
45,176,79,6,90,39.3,26
73,154,57,10,90,39.9,53
36,176,83,26,101,40.8,145
35,191,83,26,107,40.6,157
46,155,57,26,112,40.9,185
28,194,86,19,103,40.3,106
66,192,86,1,83,37.7,4
50,159,59,22,94,40.6,115
33,171,70,10,92,39.8,46
26,173,77,23,103,40.2,121
28,158,55,19,101,40.5,108
55,198,104,18,103,40,131
38,190,94,13,90,40,55
56,174,78,4,83,38.5,15
72,160,62,11,94,39.8,62
56,181,84,25,106,40.9,183
59,189,85,22,104,40.5,158
75,176,73,13,95,40.3,73
38,173,74,15,94,40,67
22,172,65,8,83,39.6,28
33,167,64,3,78,39,9
57,160,59,18,98,40.6,104
61,168,76,27,113,40.7,228
57,210,122,5,80,39.2,21
22,177,82,16,97,40,69
51,193,91,15,104,40.4,104
33,174,74,24,111,40.9,162
43,166,69,15,96,40,78
60,152,57,6,84,39.3,26
22,171,79,20,107,40.3,115
50,154,54,26,97,41,147
27,187,88,10,90,40,36
65,178,73,17,91,40.2,85
65,197,102,13,83,40.1,61
27,177,75,19,101,40,95
36,169,66,23,104,40.9,137
39,165,62,28,107,40.7,179
29,189,96,4,83,38.6,11
37,197,100,5,87,39.1,19
33,159,60,25,104,40.8,150
38,151,52,23,98,40.8,128
78,181,85,29,107,40.6,248
70,181,89,6,90,39.3,34
47,190,89,24,104,40.7,161
29,188,91,10,89,39.9,36
29,150,48,11,102,40,65
21,170,68,27,109,40.9,168
53,191,91,17,92,40.5,89
40,161,59,22,96,40.7,116
22,188,80,11,86,40.1,28
32,167,73,6,88,38.8,25
21,171,66,16,97,40.2,79
60,173,71,14,93,40.1,72
56,165,74,25,93,40.8,129
54,153,51,8,87,39.5,37
77,160,63,9,98,39.6,55
37,191,90,12,98,39.7,64
64,199,104,6,88,39.6,33
41,179,84,19,103,40.6,117
60,173,82,2,81,37.7,7
38,192,90,25,101,41,146
49,174,72,20,100,40.6,114
22,188,92,11,96,39.6,48
40,197,102,19,99,40.7,112
38,186,81,2,84,38,6
47,183,91,20,94,40.5,105
53,168,64,6,89,39.7,28
37,178,81,28,112,40.8,203
48,180,75,27,99,40.3,149
54,153,52,9,92,39.9,47
44,188,88,24,106,40.7,164
44,172,68,25,106,40.8,157
32,171,73,29,104,40.7,168
33,193,98,2,77,38.1,4
47,158,57,2,79,38.3,7
32,176,70,24,101,40.6,133
52,172,72,11,98,39.9,61
47,163,62,25,99,40.3,142
20,183,84,15,92,40.3,52
40,168,66,6,82,39,22
35,171,66,25,108,40.5,160
29,184,90,27,105,40.6,162
59,188,98,13,96,40.4,81
28,174,73,28,104,40.9,152
70,189,96,24,113,40.9,224
52,183,84,18,100,40.4,112
40,178,75,24,108,40.8,152
29,185,86,23,106,40.7,140
40,162,63,29,116,40.9,214
53,194,90,24,108,40.8,183
79,161,67,9,89,39.8,46
26,182,85,3,84,38.8,8
31,164,57,22,109,40.7,144
21,165,61,3,84,38.7,11
39,152,57,22,102,40.5,131
21,174,66,16,104,40.3,91
48,159,59,5,87,39.3,22
20,171,69,12,100,40.1,52
56,183,86,19,103,40.3,131
46,148,51,14,99,40.1,81
76,171,66,6,98,39.3,36
77,184,81,27,105,40.8,178
48,171,70,13,95,40.4,67
71,176,72,6,92,39.3,31
33,171,70,18,97,40.3,82
40,156,55,26,105,40.6,164
56,182,85,6,96,39.2,35
35,157,61,11,84,39.8,43
76,172,75,4,76,38.9,14
28,194,95,29,106,40.8,180
23,172,78,20,97,40.3,85
36,175,70,5,92,39,23
26,144,52,11,96,39.8,56
54,159,60,19,104,40.6,121
55,189,93,14,98,40.2,88
49,165,70,26,99,40.7,146
39,165,65,19,106,40.4,119
37,169,68,26,110,40.8,172
73,165,66,10,92,40,53
48,169,69,7,88,39.3,31
21,197,98,18,102,39.8,96
24,168,61,19,103,40.3,109
52,166,63,13,102,40.2,79
33,155,58,19,108,41,123
24,190,85,4,90,38.9,14
44,164,61,8,89,39.4,37
24,150,51,1,85,37.6,4
43,178,78,16,96,40.3,81
54,186,78,27,105,40.8,168
66,169,73,10,88,39.6,47
22,173,66,20,93,40.8,91
46,181,75,11,88,39.7,47
49,165,68,3,82,38.8,11
26,202,104,13,103,40,76
40,189,89,11,99,40.1,62
35,177,71,14,103,40,81
36,154,59,5,87,39.3,21
20,186,83,5,102,39.1,25
58,171,74,11,81,40.1,42
25,175,78,28,108,40.9,168
24,171,68,11,89,39.6,45
72,191,98,14,89,40.3,82
44,183,82,1,80,37.7,3
38,192,89,3,78,38.9,7
50,170,73,26,104,40.8,169
67,204,102,3,75,38.8,11
30,190,90,15,92,40.2,61
67,190,87,10,90,39.9,55
20,209,109,23,99,40.6,117
54,182,81,20,106,40.6,143
29,181,71,5,81,39,17
25,153,58,20,102,40.4,113
39,194,94,1,84,37.8,3
54,181,85,21,101,40.4,120
21,156,56,1,86,37.4,4
62,176,77,30,116,40.6,227
67,145,52,26,108,40.7,186
30,182,84,13,99,40.3,65
24,172,67,16,97,40.2,80
20,163,70,16,102,40.2,75
61,155,56,23,106,40.4,156
35,205,100,15,92,40.2,68
77,207,105,13,101,39.9,105
54,171,70,8,78,39.1,28
32,157,58,2,89,37.9,9
35,169,69,22,107,40.8,137
66,181,90,20,101,40.6,144
40,183,83,9,82,39.4,26
25,163,65,18,100,40.6,97
75,171,75,2,81,38.4,9
39,182,72,17,99,39.9,92
21,166,62,26,113,40.7,175
27,179,73,3,85,38.8,8
32,186,91,10,93,39.7,44
23,154,60,9,90,39.5,25
58,188,88,18,101,40.3,122
25,174,74,9,85,39.6,33
59,195,104,15,92,40.3,87
27,197,100,29,111,40.9,204
58,177,78,16,98,40.4,97
28,162,58,4,75,38.8,11
24,183,82,29,108,40.7,175
66,176,83,27,102,40.7,194
39,188,88,16,97,40.6,84
68,150,53,8,76,39.8,30
54,157,63,20,96,40.7,110
37,196,104,15,101,40.2,91
23,189,90,15,90,40.1,52
20,165,61,28,102,41,155
73,167,71,27,98,40.7,160
43,198,101,17,100,40.5,105
51,171,72,30,108,41.1,197
63,185,90,29,112,40.9,252
72,188,88,20,96,40.7,134
32,185,85,8,87,39.8,31
70,173,70,19,94,40.7,104
35,169,68,7,86,38.9,21
40,185,90,17,94,40.5,83
61,147,56,18,98,40.2,106
30,177,79,15,96,39.9,67
29,196,100,24,106,40.6,153
36,138,41,17,97,40.1,95
28,178,78,14,90,40.1,48
42,164,57,16,93,40.3,80
39,162,63,13,89,40.2,58
72,168,69,28,113,40.8,211
79,164,67,12,97,40.2,72
29,186,80,5,90,39.1,21
31,168,64,20,100,40.1,110
35,159,59,6,82,39.2,22
25,165,68,1,78,37.5,3
27,193,92,25,111,40.6,171
47,166,71,9,95,39.5,45
51,194,96,12,99,39.9,75
26,199,96,26,101,40.9,140
25,162,59,23,97,40.5,118
30,168,68,13,97,39.7,66
40,162,66,22,101,40.9,126
41,192,90,28,113,40.8,218
44,175,78,15,100,40.5,86
62,156,57,6,91,39.6,31
29,197,92,22,97,40.8,107
64,192,96,16,96,40.4,103
27,167,67,14,91,40.1,46
78,185,87,24,104,40.5,196
78,180,90,8,87,39.6,45
59,172,80,16,102,40,109
42,156,54,7,86,39.3,30
64,195,101,30,109,41,256
20,191,95,21,103,40.7,113
25,174,77,6,85,39,15
21,181,79,11,88,39.9,31
78,201,108,12,89,40,76
57,171,66,26,103,41.1,162
59,140,47,24,99,40.6,146
34,206,114,22,95,40.6,116
47,162,64,9,87,39.7,39
66,174,81,14,87,40.2,68
69,171,68,27,104,40.6,176
32,175,72,6,82,39.4,14
52,189,85,25,105,40.6,175
24,172,64,30,104,40.7,174
26,169,68,9,85,39.5,34
23,160,57,7,85,39.3,27
44,181,80,2,83,38.3,7
34,179,85,12,93,39.9,52
68,162,67,21,98,40.3,124
22,154,55,20,100,40.3,109
28,175,72,7,93,39.5,32
73,153,55,23,107,41.1,163
24,175,72,15,90,40.3,63
29,170,69,10,88,39.7,30
29,178,81,28,106,40.9,167
22,147,55,7,87,39.6,28
59,166,68,14,89,40.3,66
49,186,89,26,101,41.3,165
58,181,78,5,87,39.2,22
43,167,63,9,94,39.6,46
57,173,72,6,90,39.3,28
48,154,60,18,104,40.6,113
72,168,73,4,79,38.9,15
24,174,63,17,95,40.3,82
63,187,91,26,108,40.8,211
43,202,104,19,100,40.7,118
71,199,104,22,105,40.7,183
25,158,55,3,76,38.4,9
26,156,53,14,93,40.3,67
60,190,89,10,101,39.8,69
60,184,89,12,89,40.2,61
28,165,66,21,111,40.7,138
65,163,65,4,84,39.3,17
21,169,67,13,91,40.1,39
25,181,82,3,81,38.7,6
71,179,90,15,94,40,96
53,178,88,12,97,40,71
70,177,84,20,104,40.6,154
66,165,63,26,98,40.7,153
30,186,89,14,86,39.7,44
39,181,81,3,77,37.9,6
29,165,66,17,92,40.4,60
66,179,84,6,87,39.4,30
29,161,57,10,91,39.9,46
27,158,57,27,110,40.6,178
21,163,58,10,88,39.9,41
37,149,55,25,106,40.5,159
62,166,77,5,82,38.8,19
30,190,89,16,95,40.1,72
72,183,82,10,89,40.1,48
35,152,51,27,105,41.2,169
32,157,60,21,97,40.5,110
54,176,77,18,100,40.6,111
23,179,70,25,111,40.8,161
36,191,96,2,82,38.4,6
71,174,74,4,86,39,18
65,166,68,18,101,40.4,110
32,194,93,26,102,40.7,150
35,169,65,25,110,41.1,165
29,190,92,22,93,40.5,93
62,190,90,7,82,39.4,29
33,159,59,2,84,37.9,8
47,158,54,26,113,40.4,190
43,203,103,21,105,40.2,146
62,152,52,8,85,39.5,37
43,159,60,6,83,39,24
36,160,59,6,84,39.4,24
52,150,51,3,83,38.2,13
51,173,73,21,112,40.6,163
25,195,98,11,89,39.9,39
48,178,78,1,77,37.8,2
71,186,90,20,105,40.4,161
43,197,96,13,94,40.2,67
21,185,84,3,85,38.6,7
67,188,98,15,89,40.2,84
45,177,76,17,103,40.2,100
50,183,87,10,88,39.6,44
23,183,82,20,105,40.7,111
40,145,49,1,87,38,4
68,167,71,23,100,40.7,155
70,158,65,28,98,40.9,166
27,179,78,27,111,40.7,177
22,177,72,19,91,40.3,81
46,171,72,18,92,40.3,81
20,172,71,5,73,39.1,12
34,156,52,11,87,39.9,47
26,188,91,28,110,40.7,186
35,165,61,20,99,40.3,110
48,181,86,3,87,38.9,12
65,190,95,9,88,39.8,48
65,166,64,27,114,40.7,205
57,191,92,9,87,40,42
35,172,72,28,106,40.8,170
66,167,71,27,106,40.8,179
21,173,75,10,94,40.1,36
65,171,66,27,104,40.9,175
23,160,55,28,113,41,192
49,180,81,21,103,40.4,136
28,165,74,20,95,40.6,82
61,185,81,4,81,38.9,15
34,172,81,21,103,40.7,121
34,187,81,18,107,40.3,114
48,190,95,10,92,39.7,51
62,173,73,13,85,40,56
20,187,93,8,89,39.5,26
63,169,66,19,103,40.5,120
48,173,79,21,96,40.7,112
21,191,95,25,110,40.8,162
22,170,69,26,100,41,137
52,151,58,16,93,40.1,83
29,164,57,9,87,39.9,37
27,193,87,12,97,39.9,57
61,183,85,20,99,40.7,131
26,167,67,7,84,39.6,25
50,181,84,5,92,39,25
79,196,100,21,93,40.4,143
30,164,61,12,94,39.9,58
63,161,61,20,106,40.1,135
41,170,72,17,92,40.2,80
32,160,62,28,107,40.7,176
23,160,62,9,97,39.3,45
44,186,86,26,100,40.5,153
57,195,91,14,92,40,76
32,167,66,11,93,39.8,42
42,172,67,4,87,38.9,17
40,171,72,13,100,40,72
45,187,85,18,91,40.4,82
64,161,68,23,109,40.8,160
34,203,101,12,102,39.8,72
47,174,80,16,101,40.5,97
25,169,68,14,88,40.1,57
39,156,58,5,78,39.3,17
25,193,99,4,91,38.9,16
63,185,82,6,83,39.1,25
20,155,55,2,82,38.3,7
40,204,105,28,111,41,217
77,201,101,24,109,40.8,220
57,190,96,2,83,37.9,8
33,174,77,9,78,39.7,17
65,174,81,21,103,40.6,152
35,196,95,11,93,39.4,51
35,173,71,29,114,41,202
26,195,97,7,84,39.4,20
22,189,93,5,77,39.2,8
37,167,64,9,91,39.9,42
27,192,93,27,112,40.5,190
24,167,66,27,100,40.5,121
20,171,77,3,86,38.6,7
76,179,80,21,110,40.9,150
28,171,68,17,107,40.1,104
57,176,82,6,92,39.2,31
40,164,64,15,93,40.3,73
57,170,69,20,96,40.2,109
36,193,91,30,107,41,200
57,139,44,28,108,40.9,198
37,158,63,20,103,40.5,110
79,162,58,18,95,40.1,106
20,174,77,21,110,40.7,130
26,158,60,17,91,40.4,76
38,181,80,18,98,40.2,93
70,174,78,22,100,40.6,153
25,158,53,21,103,40.4,123
33,179,72,6,94,39.5,29
66,182,84,4,87,38.9,20
28,163,66,21,99,40.8,111
45,188,97,13,92,39.5,65
24,159,58,30,112,40.9,202
71,189,89,18,89,40.4,84
30,192,92,1,72,37.7,1
36,180,75,19,98,40.6,99
38,176,79,3,92,38.5,13
67,162,63,5,87,39.3,24
58,181,82,25,104,41,177
22,167,64,16,89,40.2,66
49,168,66,2,81,38.3,7
53,169,64,11,96,39.7,60
43,160,59,6,75,39.3,19
39,160,60,16,96,40.3,84
21,199,97,2,76,38.3,3
41,155,62,28,113,41.1,198
46,170,71,16,106,40.2,101
30,185,84,28,103,40.9,157
26,162,59,15,92,40.4,69
27,182,75,5,93,39.5,23
32,190,89,15,98,40.3,76
32,194,98,3,86,38.6,10
22,159,58,6,85,39,23
71,165,60,28,115,40.7,220
44,173,66,25,88,40.6,110
21,192,94,10,90,39.6,34
36,152,53,6,83,39.2,23
23,154,54,28,105,41,168
23,171,66,22,106,40.7,131
41,186,82,14,100,40.3,79
20,193,98,8,92,39.8,30
45,154,55,30,111,40.9,211
25,179,78,6,97,39.3,26
21,191,89,9,85,39.5,23
76,170,73,3,74,38.1,10
38,178,68,12,97,40,63
45,184,91,16,91,40.2,75
47,154,53,25,103,40.6,156
56,179,87,5,95,39.1,29
33,161,65,5,82,39,18
21,169,63,11,91,40,48
21,178,79,15,98,40,65
22,157,56,26,114,40.8,180
57,186,83,18,98,40.7,111
24,180,79,26,102,40.8,132
22,178,71,17,106,40.5,100
44,175,79,23,103,40.7,142
29,165,62,13,87,40.2,53
50,163,64,12,94,40.3,62
40,176,77,28,107,40.9,184
26,164,62,15,95,39.8,73
47,159,59,28,105,41,178
32,165,65,20,91,40.6,90
75,158,56,10,91,40,54
38,173,77,15,94,40.3,72
65,157,59,13,91,40,67
77,184,88,26,111,40.5,239
22,162,56,17,96,40.6,85
46,181,87,20,103,40.8,129
70,176,77,25,118,40.8,242
31,180,79,4,86,39.1,12
26,170,67,19,97,40.6,96
26,155,52,23,109,40.4,150
33,174,79,17,100,40.5,89
24,181,70,5,80,39.3,16
41,178,78,4,78,39.2,9
32,154,57,10,96,39.7,52
57,177,80,8,91,39.7,40
29,201,101,4,79,39.1,9
45,170,70,20,100,40.7,113
76,182,89,15,96,40.4,103
31,168,59,28,102,40.7,161
71,174,78,15,105,40,117
71,154,61,25,111,40.6,185
74,164,62,26,104,41,174
35,200,101,6,85,39.1,21
48,171,69,21,99,40.6,118
45,190,99,18,105,40.6,125
56,173,73,4,85,38.4,16
31,183,87,15,97,40.2,72
40,168,72,14,99,39.8,73
51,162,59,21,107,40.7,140
43,185,85,19,94,40.3,93
35,150,53,19,101,40.8,110
21,151,49,14,101,40.3,79
46,179,76,28,102,41,170
69,170,72,16,88,40.1,76
29,185,75,30,109,41.2,188
56,177,84,12,90,40.1,59
32,166,66,14,89,39.9,60
50,169,74,8,90,39.6,37
22,154,49,16,95,40.3,80
23,167,61,10,92,39.6,45
25,166,65,6,89,39.2,25
37,179,75,4,89,38.8,17
44,172,62,16,95,40.3,83
47,152,55,16,98,40.3,91
50,170,66,6,85,39.5,25
65,187,89,18,101,40,128
68,141,48,2,85,38.2,10
40,189,91,25,99,40.6,141
71,191,94,19,101,40.5,143
65,193,96,27,107,40.5,221
25,204,103,10,93,40,43
69,169,67,29,111,40.7,211
21,165,66,6,83,39.3,21
76,177,83,14,101,40.3,105
27,156,55,19,104,40.6,113
75,169,72,16,98,40,108
64,177,81,15,93,40,85
33,177,72,14,92,40.3,64
65,179,80,6,91,39.5,32
42,166,63,11,80,40.2,39
20,152,53,3,76,38.3,9
71,184,91,14,87,40,75
53,196,103,9,91,39.8,48
68,184,91,16,90,40.1,90
75,178,83,26,119,40.7,265
78,174,80,9,87,39.5,49
79,170,75,8,87,39.4,38
69,170,71,25,99,40.7,149
26,177,78,23,104,40.3,125
74,183,91,19,97,40.7,133
74,184,83,13,97,39.9,89
31,167,65,19,99,40.3,102
32,161,57,4,91,39,19
74,150,56,9,90,39.6,48
78,184,86,26,107,40.6,223
24,193,89,27,108,40.7,167
52,181,76,6,85,39.2,25
22,167,64,7,91,39.4,31
24,148,50,15,98,40.3,80
45,167,69,9,96,39.8,47
29,196,97,26,105,40.9,160
60,169,71,10,98,39.8,57
32,142,48,5,79,38.9,17
26,187,87,10,86,39.4,29
44,154,62,18,96,40.4,96
53,182,78,12,91,40,58
22,185,88,22,113,40.6,150
52,173,68,20,99,40.3,114
70,176,83,6,96,39.2,39
32,150,57,19,96,40.3,98
72,191,94,19,103,40.6,149
73,141,47,22,97,40.8,135
38,197,104,16,97,40.1,89
40,184,92,11,95,40,56
51,189,88,15,104,39.7,103
45,163,64,8,80,40,29
29,158,56,10,91,39.9,46
51,164,60,19,92,40.3,96
56,158,54,8,90,39.3,40
22,164,62,2,85,38.5,7
62,187,94,5,84,39.5,23
72,146,53,12,94,40.1,69
38,172,78,20,94,40.5,90
42,149,50,15,99,40.2,86
27,194,90,7,89,39.5,24
23,187,83,24,104,40.9,130
32,151,52,15,99,40,83
24,165,65,23,105,40.8,135
36,144,49,11,91,40.2,53
35,174,67,25,107,40.8,156
72,168,70,12,85,39.8,54
23,175,70,5,78,39,6
71,156,61,26,111,40.8,193
27,176,69,6,82,39.2,21
74,176,83,30,111,40.8,215
42,145,44,9,89,39.4,43
29,167,67,10,90,40.2,43
73,166,65,7,83,39.5,31
49,173,70,4,94,39.1,20
38,187,82,9,95,39.5,43
22,184,81,5,82,39.4,16
64,175,68,3,87,38.6,14
42,157,59,24,97,40.6,130
41,163,62,3,87,38.5,13
67,178,80,15,87,40.6,74
68,186,88,1,87,37.8,5
35,178,78,16,94,39.8,76
41,184,82,19,104,40.4,119
36,173,68,17,97,40.2,88
69,195,95,10,92,39.6,61
76,193,98,16,95,40.2,111
25,179,85,29,108,40.6,179
45,181,87,25,104,40.9,164
63,172,66,26,104,41.1,168
32,151,51,8,91,39.6,38
56,165,67,21,96,40.8,115
22,166,61,18,97,40.3,91
25,159,59,21,96,40.9,105
27,185,78,9,91,39.8,38
32,176,77,21,103,40.5,118
30,187,92,14,95,40.3,64
40,158,52,24,108,40.4,160
53,177,76,12,95,40,62
35,182,83,6,92,39.4,25
42,192,95,30,107,40.7,211
63,193,104,14,94,40.2,88
44,186,82,16,100,40.5,93
50,164,68,28,108,40.9,196
20,169,65,29,98,40.9,147
70,183,88,17,96,40.3,112
21,179,74,26,106,40.8,151
54,161,60,9,94,39.5,48
21,164,61,19,95,40.3,91
47,181,81,27,104,40.8,161
34,194,96,25,111,41.2,182
51,166,65,25,91,40.5,122
25,175,70,20,105,40.4,117
22,177,68,22,96,40.6,106
60,165,60,4,86,38.6,18
28,160,65,24,104,40.6,140
68,169,69,11,94,39.8,64
23,165,59,28,113,40.5,190
60,177,81,25,104,40.6,179
23,159,57,17,90,40.2,74
32,169,65,7,82,39.3,25
34,189,93,26,98,40.8,137
27,182,80,3,74,38.9,3
38,202,108,19,100,40.4,115
22,184,88,24,104,40.2,131
44,179,81,27,110,40.5,197
45,167,66,23,98,40.4,126
60,163,60,11,91,39.7,56
42,180,78,6,79,39.3,19
60,193,93,30,112,40.9,259
45,177,72,2,75,38.3,6
38,174,74,15,92,40.1,62
69,162,63,23,104,40.8,152
60,195,89,24,108,40.4,190
53,178,70,18,95,40.6,95
20,173,74,2,83,37.9,4
62,178,77,16,91,40.7,78
44,168,72,28,113,40.9,211
76,186,89,11,98,40,63
27,187,88,14,98,40.2,67
20,190,85,22,103,40.6,114
78,197,103,9,89,39.7,56
62,156,63,13,86,40.4,59
52,184,88,27,111,41.2,215
27,173,68,18,99,40.4,94
25,170,68,25,110,40.6,152
43,172,64,9,84,39.5,36
36,179,76,1,83,37.3,4
20,191,91,9,100,39.7,44
28,165,59,11,91,39.8,50
40,176,77,6,92,39.2,26
43,172,67,21,99,40.6,116
60,192,97,17,80,40.3,66
26,150,49,24,104,40.9,145
56,180,79,4,74,39,12
40,201,98,21,108,40.7,150
40,178,77,14,89,40.3,60
71,169,74,13,98,40.1,76
40,176,72,4,84,38.6,15
40,183,90,5,80,39,14
36,168,62,27,117,40.6,200
51,163,64,16,96,40.1,87
30,141,45,27,112,41.1,189
25,173,64,26,104,40.6,151
25,180,77,7,86,39.8,26
22,164,65,30,98,41.1,153
74,182,88,14,88,40,78
61,183,85,15,101,40,103
36,180,78,6,85,39.2,18
52,189,93,24,111,40.7,194
29,188,86,7,83,39.3,18
44,156,55,29,107,40.9,191
27,183,79,13,99,40.2,62
55,144,50,7,82,39.4,29
28,166,59,14,94,40.1,68
25,165,64,22,110,40.2,142
68,152,54,26,105,40.8,177
48,150,53,14,95,40.5,76
20,191,94,9,92,40,33
57,204,113,6,75,39.2,20
24,190,92,14,92,39.9,54
52,151,52,16,99,40.4,95
67,187,87,9,87,39.5,46
74,181,77,7,87,39,33
30,154,52,22,97,40.7,117
37,167,70,29,113,40.7,200
38,182,80,27,114,40.6,205
37,176,70,25,108,41,159
37,177,69,14,97,39.9,73
30,187,89,3,91,38.4,12
23,189,91,23,107,40.8,139
36,172,74,13,106,40.1,79
61,189,98,25,110,40.4,212
34,169,65,2,82,37.8,7
72,179,82,25,99,40.7,175
38,167,67,6,84,39.3,23
54,186,82,2,83,38.3,7
76,187,94,7,98,39.1,51
66,175,69,7,86,39.4,32
65,166,70,14,98,39.8,81
57,150,57,1,84,37.8,4
41,149,55,16,96,40.1,86
41,152,56,26,110,40.9,178
54,181,90,12,94,40,67
66,171,65,28,96,40.6,158
42,175,72,28,107,41.1,183
22,177,83,20,99,40.4,92
44,181,81,28,104,40.8,165
51,150,57,18,100,40.1,107
33,160,57,13,100,40,73
39,163,65,7,85,39.6,28
37,180,73,24,98,40.6,126
58,180,86,12,92,40.3,64
50,176,82,5,86,39.2,20
20,172,70,18,105,40.6,103
